Date,Currency,Exchange
2022-08-15,AUD,1.4746
2022-08-15,EUR,0.8969
2022-08-15,GBP,0.8239
2022-08-16,USD,1.0
2022-08-16,CAD,1.3299
2022-08-16,AUD,1.4735
2022-08-16,EUR,0.9029
2022-08-16,GBP,0.8219
2022-08-17,USD,1.0
2022-08-17,CAD,1.3299
2022-08-17,AUD,1.4735
2022-08-17,EUR,0.9029
2022-08-17,GBP,0.8219
2022-08-18,USD,1.0
2022-08-18,CAD,1.3299
2022-08-18,AUD,1.4735
2022-08-18,EUR,0.9029
2022-08-18,GBP,0.8219
2022-08-19,USD,1.0
2022-08-19,CAD,1.3266
2022-08-19,AUD,1.4749
2022-08-19,EUR,0.9007
2022-08-19,GBP,0.8248
2022-08-20,USD,1.0
2022-08-20,CAD,1.3328
2022-08-20,AUD,1.4759
2022-08-20,EUR,0.9029
2022-08-20,GBP,0.8272
2022-08-21,USD,1.0
2022-08-21,CAD,1.3293
2022-08-21,AUD,1.4713
2022-08-21,EUR,0.9006
2022-08-21,GBP,0.8244
2022-08-22,USD,1.0
2022-08-22,CAD,1.3283
2022-08-22,AUD,1.4779
2022-08-22,EUR,0.9023
2022-08-22,GBP,0.8224
2022-08-23,USD,1.0
2022-08-23,CAD,1.3322
2022-08-23,AUD,1.4818
2022-08-23,EUR,0.9038
2022-08-23,GBP,0.8175
2022-08-24,USD,1.0
2022-08-24,CAD,1.3322
2022-08-24,AUD,1.4818
2022-08-24,EUR,0.9038
2022-08-24,GBP,0.8175
2022-08-25,USD,1.0
2022-08-25,CAD,1.3322
2022-08-25,AUD,1.4818
2022-08-25,EUR,0.9038
2022-08-25,GBP,0.8175
2022-08-26,USD,1.0
2022-08-26,CAD,1.3303
2022-08-26,AUD,1.478
2022-08-26,EUR,0.8996
2022-08-26,GBP,0.8169
2022-08-27,USD,1.0
2022-08-27,CAD,1.3229
2022-08-27,AUD,1.478
2022-08-27,EUR,0.9006
2022-08-27,GBP,0.8144
2022-08-28,USD,1.0
2022-08-28,CAD,1.3312
2022-08-28,AUD,1.4825
2022-08-28,EUR,0.9023
2022-08-28,GBP,0.8195
2022-08-29,USD,1.0
2022-08-29,CAD,1.3276
2022-08-29,AUD,1.4814
2022-08-29,EUR,0.9032
2022-08-29,GBP,0.8177
2022-08-30,USD,1.0
2022-08-30,CAD,1.3282
2022-08-30,AUD,1.4859
2022-08-30,EUR,0.9061
2022-08-30,GBP,0.8206
2022-08-31,USD,1.0
2022-08-31,CAD,1.3282
2022-08-31,AUD,1.4859
2022-08-31,EUR,0.9061
2022-08-31,GBP,0.8206
2022-09-01,USD,1.0
2022-09-01,CAD,1.3282
2022-09-01,AUD,1.4859
2022-09-01,EUR,0.9061
2022-09-01,GBP,0.8206
2022-09-02,USD,1.0
2022-09-02,CAD,1.3341
2022-09-02,AUD,1.4896
2022-09-02,EUR,0.9117
2022-09-02,GBP,0.828
2022-09-03,USD,1.0
2022-09-03,CAD,1.3374
2022-09-03,AUD,1.4855
2022-09-03,EUR,0.9143
2022-09-03,GBP,0.831
2022-09-04,USD,1.0
2022-09-04,CAD,1.3323
2022-09-04,AUD,1.4726
2022-09-04,EUR,0.9076
2022-09-04,GBP,0.8192
2022-09-05,USD,1.0
2022-09-05,CAD,1.3205
2022-09-05,AUD,1.4659
2022-09-05,EUR,0.9043
2022-09-05,GBP,0.8101
2022-09-06,USD,1.0
2022-09-06,CAD,1.3225
2022-09-06,AUD,1.4632
2022-09-06,EUR,0.9069
2022-09-06,GBP,0.8129
2022-09-07,USD,1.0
2022-09-07,CAD,1.3225
2022-09-07,AUD,1.4632
2022-09-07,EUR,0.9069
2022-09-07,GBP,0.8129
2022-09-08,USD,1.0
2022-09-08,CAD,1.3225
2022-09-08,AUD,1.4632
2022-09-08,EUR,0.9069
2022-09-08,GBP,0.8129
2022-09-09,USD,1.0
2022-09-09,CAD,1.3156
2022-09-09,AUD,1.4562
2022-09-09,EUR,0.9064
2022-09-09,GBP,0.8092
2022-09-10,USD,1.0
2022-09-10,CAD,1.3167
2022-09-10,AUD,1.4586
2022-09-10,EUR,0.9058
2022-09-10,GBP,0.8089
2022-09-11,USD,1.0
2022-09-11,CAD,1.3149
2022-09-11,AUD,1.4561
2022-09-11,EUR,0.9088
2022-09-11,GBP,0.8101
2022-09-12,USD,1.0
2022-09-12,CAD,1.3197
2022-09-12,AUD,1.4543
2022-09-12,EUR,0.9122
2022-09-12,GBP,0.8111
2022-09-13,USD,1.0
2022-09-13,CAD,1.3215
2022-09-13,AUD,1.4533
2022-09-13,EUR,0.9012
2022-09-13,GBP,0.8029
2022-09-14,USD,1.0
2022-09-14,CAD,1.3215
2022-09-14,AUD,1.4533
2022-09-14,EUR,0.9012
2022-09-14,GBP,0.8029
2022-09-15,USD,1.0
2022-09-15,CAD,1.3215
2022-09-15,AUD,1.4533
2022-09-15,EUR,0.9012
2022-09-15,GBP,0.8029
2022-09-16,USD,1.0
2022-09-16,CAD,1.3253
2022-09-16,AUD,1.4554
2022-09-16,EUR,0.9065
2022-09-16,GBP,0.8024
2022-09-17,USD,1.0
2022-09-17,CAD,1.326
2022-09-17,AUD,1.4622
2022-09-17,EUR,0.9069
2022-09-17,GBP,0.8055
2022-09-18,USD,1.0
2022-09-18,CAD,1.325
2022-09-18,AUD,1.4611
2022-09-18,EUR,0.9047
2022-09-18,GBP,0.8027
2022-09-19,USD,1.0
2022-09-19,CAD,1.327
2022-09-19,AUD,1.472
2022-09-19,EUR,0.9036
2022-09-19,GBP,0.8018
2022-09-20,USD,1.0
2022-09-20,CAD,1.3269
2022-09-20,AUD,1.4726
2022-09-20,EUR,0.9066
2022-09-20,GBP,0.7999
2022-09-21,USD,1.0
2022-09-21,CAD,1.3269
2022-09-21,AUD,1.4726
2022-09-21,EUR,0.9066
2022-09-21,GBP,0.7999
2022-09-22,USD,1.0
2022-09-22,CAD,1.3269
2022-09-22,AUD,1.4726
2022-09-22,EUR,0.9066
2022-09-22,GBP,0.7999
2022-09-23,USD,1.0
2022-09-23,CAD,1.3278
2022-09-23,AUD,1.4769
2022-09-23,EUR,0.9103
2022-09-23,GBP,0.8042
2022-09-24,USD,1.0
2022-09-24,CAD,1.3256
2022-09-24,AUD,1.4713
2022-09-24,EUR,0.9088
2022-09-24,GBP,0.8012
2022-09-25,USD,1.0
2022-09-25,CAD,1.3276
2022-09-25,AUD,1.4784
2022-09-25,EUR,0.9106
2022-09-25,GBP,0.8074
2022-09-26,USD,1.0
2022-09-26,CAD,1.324
2022-09-26,AUD,1.4776
2022-09-26,EUR,0.9142
2022-09-26,GBP,0.8092
2022-09-27,USD,1.0
2022-09-27,CAD,1.3254
2022-09-27,AUD,1.4803
2022-09-27,EUR,0.9145
2022-09-27,GBP,0.8119
2022-09-28,USD,1.0
2022-09-28,CAD,1.3254
2022-09-28,AUD,1.4803
2022-09-28,EUR,0.9145
2022-09-28,GBP,0.8119
2022-09-29,USD,1.0
2022-09-29,CAD,1.3254
2022-09-29,AUD,1.4803
2022-09-29,EUR,0.9145
2022-09-29,GBP,0.8119
2022-09-30,USD,1.0
2022-09-30,CAD,1.3248
2022-09-30,AUD,1.4809
2022-09-30,EUR,0.9184
2022-09-30,GBP,0.8134
2022-10-01,USD,1.0
2022-10-01,CAD,1.3274
2022-10-01,AUD,1.4933
2022-10-01,EUR,0.9176
2022-10-01,GBP,0.8163
2022-10-02,USD,1.0
2022-10-02,CAD,1.3242
2022-10-02,AUD,1.4967
2022-10-02,EUR,0.9153
2022-10-02,GBP,0.8144
2022-10-03,USD,1.0
2022-10-03,CAD,1.3338
2022-10-03,AUD,1.4879
2022-10-03,EUR,0.9132
2022-10-03,GBP,0.8108
2022-10-04,USD,1.0
2022-10-04,CAD,1.3309
2022-10-04,AUD,1.4798
2022-10-04,EUR,0.9108
2022-10-04,GBP,0.811
2022-10-05,USD,1.0
2022-10-05,CAD,1.3309
2022-10-05,AUD,1.4798
2022-10-05,EUR,0.9108
2022-10-05,GBP,0.811
2022-10-06,USD,1.0
2022-10-06,CAD,1.3309
2022-10-06,AUD,1.4798
2022-10-06,EUR,0.9108
2022-10-06,GBP,0.811
2022-10-07,USD,1.0
2022-10-07,CAD,1.3311
2022-10-07,AUD,1.4842
2022-10-07,EUR,0.9097
2022-10-07,GBP,0.811
2022-10-08,USD,1.0
2022-10-08,CAD,1.3311
2022-10-08,AUD,1.4824
2022-10-08,EUR,0.9102
2022-10-08,GBP,0.8174
2022-10-09,USD,1.0
2022-10-09,CAD,1.3302
2022-10-09,AUD,1.4827
2022-10-09,EUR,0.9107
2022-10-09,GBP,0.8182
2022-10-10,USD,1.0
2022-10-10,CAD,1.3307
2022-10-10,AUD,1.4784
2022-10-10,EUR,0.9066
2022-10-10,GBP,0.8174
2022-10-11,USD,1.0
2022-10-11,CAD,1.3293
2022-10-11,AUD,1.4712
2022-10-11,EUR,0.9056
2022-10-11,GBP,0.7925
2022-10-12,USD,1.0
2022-10-12,CAD,1.3293
2022-10-12,AUD,1.4712
2022-10-12,EUR,0.9056
2022-10-12,GBP,0.7925
2022-10-13,USD,1.0
2022-10-13,CAD,1.3293
2022-10-13,AUD,1.4712
2022-10-13,EUR,0.9056
2022-10-13,GBP,0.7925
2022-10-14,USD,1.0
2022-10-14,CAD,1.3214
2022-10-14,AUD,1.4799
2022-10-14,EUR,0.9065
2022-10-14,GBP,0.7976
2022-10-15,USD,1.0
2022-10-15,CAD,1.323
2022-10-15,AUD,1.4802
2022-10-15,EUR,0.9085
2022-10-15,GBP,0.7909
2022-10-16,USD,1.0
2022-10-16,CAD,1.3209
2022-10-16,AUD,1.487
2022-10-16,EUR,0.907
2022-10-16,GBP,0.7851
2022-10-17,USD,1.0
2022-10-17,CAD,1.3177
2022-10-17,AUD,1.4662
2022-10-17,EUR,0.8998
2022-10-17,GBP,0.7814
2022-10-18,USD,1.0
2022-10-18,CAD,1.3136
2022-10-18,AUD,1.4607
2022-10-18,EUR,0.8973
2022-10-18,GBP,0.7756
2022-10-19,USD,1.0
2022-10-19,CAD,1.3136
2022-10-19,AUD,1.4607
2022-10-19,EUR,0.8973
2022-10-19,GBP,0.7756
2022-10-20,USD,1.0
2022-10-20,CAD,1.3136
2022-10-20,AUD,1.4607
2022-10-20,EUR,0.8973
2022-10-20,GBP,0.7756
2022-10-21,USD,1.0
2022-10-21,CAD,1.3106
2022-10-21,AUD,1.4535
2022-10-21,EUR,0.895
2022-10-21,GBP,0.7691
2022-10-22,USD,1.0
2022-10-22,CAD,1.3101
2022-10-22,AUD,1.4588
2022-10-22,EUR,0.8985
2022-10-22,GBP,0.7733
2022-10-23,USD,1.0
2022-10-23,CAD,1.3088
2022-10-23,AUD,1.4611
2022-10-23,EUR,0.899
2022-10-23,GBP,0.7768
2022-10-24,USD,1.0
2022-10-24,CAD,1.3071
2022-10-24,AUD,1.4623
2022-10-24,EUR,0.8986
2022-10-24,GBP,0.7754
2022-10-25,USD,1.0
2022-10-25,CAD,1.3065
2022-10-25,AUD,1.4648
2022-10-25,EUR,0.9003
2022-10-25,GBP,0.7797
2022-10-26,USD,1.0
2022-10-26,CAD,1.3065
2022-10-26,AUD,1.4648
2022-10-26,EUR,0.9003
2022-10-26,GBP,0.7797
2022-10-27,USD,1.0
2022-10-27,CAD,1.3065
2022-10-27,AUD,1.4648
2022-10-27,EUR,0.9003
2022-10-27,GBP,0.7797
2022-10-28,USD,1.0
2022-10-28,CAD,1.3067
2022-10-28,AUD,1.4652
2022-10-28,EUR,0.902
2022-10-28,GBP,0.7786
2022-10-29,USD,1.0
2022-10-29,CAD,1.3056
2022-10-29,AUD,1.4589
2022-10-29,EUR,0.9013
2022-10-29,GBP,0.7781
2022-10-30,USD,1.0
2022-10-30,CAD,1.3087
2022-10-30,AUD,1.4586
2022-10-30,EUR,0.9004
2022-10-30,GBP,0.7762
2022-10-31,USD,1.0
2022-10-31,CAD,1.3155
2022-10-31,AUD,1.4467
2022-10-31,EUR,0.8965
2022-10-31,GBP,0.7722
2022-11-01,USD,1.0
2022-11-01,CAD,1.3181
2022-11-01,AUD,1.45
2022-11-01,EUR,0.8977
2022-11-01,GBP,0.7721
2022-11-02,USD,1.0
2022-11-02,CAD,1.3181
2022-11-02,AUD,1.45
2022-11-02,EUR,0.8977
2022-11-02,GBP,0.7721
2022-11-03,USD,1.0
2022-11-03,CAD,1.3181
2022-11-03,AUD,1.45
2022-11-03,EUR,0.8977
2022-11-03,GBP,0.7721
2022-11-04,USD,1.0
2022-11-04,CAD,1.3156
2022-11-04,AUD,1.4481
2022-11-04,EUR,0.8962
2022-11-04,GBP,0.774
2022-11-05,USD,1.0
2022-11-05,CAD,1.3128
2022-11-05,AUD,1.4474
2022-11-05,EUR,0.9002
2022-11-05,GBP,0.7752
2022-11-06,USD,1.0
2022-11-06,CAD,1.3164
2022-11-06,AUD,1.4491
2022-11-06,EUR,0.9017
2022-11-06,GBP,0.7758
2022-11-07,USD,1.0
2022-11-07,CAD,1.3167
2022-11-07,AUD,1.4498
2022-11-07,EUR,0.9028
2022-11-07,GBP,0.7804
2022-11-08,USD,1.0
2022-11-08,CAD,1.3196
2022-11-08,AUD,1.456
2022-11-08,EUR,0.9063
2022-11-08,GBP,0.7808
2022-11-09,USD,1.0
2022-11-09,CAD,1.3196
2022-11-09,AUD,1.456
2022-11-09,EUR,0.9063
2022-11-09,GBP,0.7808
2022-11-10,USD,1.0
2022-11-10,CAD,1.3196
2022-11-10,AUD,1.456
2022-11-10,EUR,0.9063
2022-11-10,GBP,0.7808
2022-11-11,USD,1.0
2022-11-11,CAD,1.323
2022-11-11,AUD,1.4587
2022-11-11,EUR,0.9057
2022-11-11,GBP,0.7766
2022-11-12,USD,1.0
2022-11-12,CAD,1.3244
2022-11-12,AUD,1.4605
2022-11-12,EUR,0.9079
2022-11-12,GBP,0.7791
2022-11-13,USD,1.0
2022-11-13,CAD,1.3258
2022-11-13,AUD,1.4653
2022-11-13,EUR,0.9086
2022-11-13,GBP,0.7792
2022-11-14,USD,1.0
2022-11-14,CAD,1.3265
2022-11-14,AUD,1.4743
2022-11-14,EUR,0.9093
2022-11-14,GBP,0.7788
2022-11-15,USD,1.0
2022-11-15,CAD,1.3239
2022-11-15,AUD,1.4701
2022-11-15,EUR,0.9063
2022-11-15,GBP,0.7763
2022-11-16,USD,1.0
2022-11-16,CAD,1.3239
2022-11-16,AUD,1.4701
2022-11-16,EUR,0.9063
2022-11-16,GBP,0.7763
2022-11-17,USD,1.0
2022-11-17,CAD,1.3239
2022-11-17,AUD,1.4701
2022-11-17,EUR,0.9063
2022-11-17,GBP,0.7763
2022-11-18,USD,1.0
2022-11-18,CAD,1.3219
2022-11-18,AUD,1.4684
2022-11-18,EUR,0.9041
2022-11-18,GBP,0.7714
2022-11-19,USD,1.0
2022-11-19,CAD,1.321
2022-11-19,AUD,1.4656
2022-11-19,EUR,0.9028
2022-11-19,GBP,0.7725
2022-11-20,USD,1.0
2022-11-20,CAD,1.3302
2022-11-20,AUD,1.4673
2022-11-20,EUR,0.9042
2022-11-20,GBP,0.7751
2022-11-21,USD,1.0
2022-11-21,CAD,1.3307
2022-11-21,AUD,1.468
2022-11-21,EUR,0.9016
2022-11-21,GBP,0.7713
2022-11-22,USD,1.0
2022-11-22,CAD,1.3275
2022-11-22,AUD,1.4729
2022-11-22,EUR,0.9043
2022-11-22,GBP,0.7775
2022-11-23,USD,1.0
2022-11-23,CAD,1.3275
2022-11-23,AUD,1.4729
2022-11-23,EUR,0.9043
2022-11-23,GBP,0.7775
2022-11-24,USD,1.0
2022-11-24,CAD,1.3275
2022-11-24,AUD,1.4729
2022-11-24,EUR,0.9043
2022-11-24,GBP,0.7775
2022-11-25,USD,1.0
2022-11-25,CAD,1.3307
2022-11-25,AUD,1.4746
2022-11-25,EUR,0.9084
2022-11-25,GBP,0.7768
2022-11-26,USD,1.0
2022-11-26,CAD,1.3306
2022-11-26,AUD,1.4747
2022-11-26,EUR,0.9074
2022-11-26,GBP,0.7778
2022-11-27,USD,1.0
2022-11-27,CAD,1.3266
2022-11-27,AUD,1.4733
2022-11-27,EUR,0.9083
2022-11-27,GBP,0.7762
2022-11-28,USD,1.0
2022-11-28,CAD,1.3289
2022-11-28,AUD,1.4769
2022-11-28,EUR,0.9087
2022-11-28,GBP,0.774
2022-11-29,USD,1.0
2022-11-29,CAD,1.3307
2022-11-29,AUD,1.4777
2022-11-29,EUR,0.9106
2022-11-29,GBP,0.776
2022-11-30,USD,1.0
2022-11-30,CAD,1.3307
2022-11-30,AUD,1.4777
2022-11-30,EUR,0.9106
2022-11-30,GBP,0.776
2022-12-01,USD,1.0
2022-12-01,CAD,1.3307
2022-12-01,AUD,1.4777
2022-12-01,EUR,0.9106
2022-12-01,GBP,0.776
2022-12-02,USD,1.0
2022-12-02,CAD,1.3296
2022-12-02,AUD,1.4733
2022-12-02,EUR,0.9072
2022-12-02,GBP,0.7731
2022-12-03,USD,1.0
2022-12-03,CAD,1.332
2022-12-03,AUD,1.462
2022-12-03,EUR,0.9033
2022-12-03,GBP,0.7696
2022-12-04,USD,1.0
2022-12-04,CAD,1.3272
2022-12-04,AUD,1.4622
2022-12-04,EUR,0.9024
2022-12-04,GBP,0.7636
2022-12-05,USD,1.0
2022-12-05,CAD,1.3169
2022-12-05,AUD,1.4648
2022-12-05,EUR,0.9014
2022-12-05,GBP,0.7614
2022-12-06,USD,1.0
2022-12-06,CAD,1.3176
2022-12-06,AUD,1.4593
2022-12-06,EUR,0.9014
2022-12-06,GBP,0.7612
2022-12-07,USD,1.0
2022-12-07,CAD,1.3176
2022-12-07,AUD,1.4593
2022-12-07,EUR,0.9014
2022-12-07,GBP,0.7612
2022-12-08,USD,1.0
2022-12-08,CAD,1.3176
2022-12-08,AUD,1.4593
2022-12-08,EUR,0.9014
2022-12-08,GBP,0.7612
2022-12-09,USD,1.0
2022-12-09,CAD,1.3251
2022-12-09,AUD,1.4653
2022-12-09,EUR,0.9029
2022-12-09,GBP,0.7602
2022-12-10,USD,1.0
2022-12-10,CAD,1.324
2022-12-10,AUD,1.4693
2022-12-10,EUR,0.9028
2022-12-10,GBP,0.759
2022-12-11,USD,1.0
2022-12-11,CAD,1.3238
2022-12-11,AUD,1.4622
2022-12-11,EUR,0.9029
2022-12-11,GBP,0.7607
2022-12-12,USD,1.0
2022-12-12,CAD,1.3178
2022-12-12,AUD,1.4515
2022-12-12,EUR,0.8979
2022-12-12,GBP,0.7593
2022-12-13,USD,1.0
2022-12-13,CAD,1.3166
2022-12-13,AUD,1.4461
2022-12-13,EUR,0.8949
2022-12-13,GBP,0.7473
2022-12-14,USD,1.0
2022-12-14,CAD,1.3166
2022-12-14,AUD,1.4461
2022-12-14,EUR,0.8949
2022-12-14,GBP,0.7473
2022-12-15,USD,1.0
2022-12-15,CAD,1.3166
2022-12-15,AUD,1.4461
2022-12-15,EUR,0.8949
2022-12-15,GBP,0.7473
2022-12-16,USD,1.0
2022-12-16,CAD,1.3118
2022-12-16,AUD,1.4514
2022-12-16,EUR,0.8972
2022-12-16,GBP,0.7484
2022-12-17,USD,1.0
2022-12-17,CAD,1.3161
2022-12-17,AUD,1.4598
2022-12-17,EUR,0.8959
2022-12-17,GBP,0.7593
2022-12-18,USD,1.0
2022-12-18,CAD,1.3157
2022-12-18,AUD,1.4599
2022-12-18,EUR,0.8997
2022-12-18,GBP,0.7652
2022-12-19,USD,1.0
2022-12-19,CAD,1.3122
2022-12-19,AUD,1.4561
2022-12-19,EUR,0.8995
2022-12-19,GBP,0.7653
2022-12-20,USD,1.0
2022-12-20,CAD,1.3138
2022-12-20,AUD,1.4498
2022-12-20,EUR,0.9011
2022-12-20,GBP,0.7672
2022-12-21,USD,1.0
2022-12-21,CAD,1.3138
2022-12-21,AUD,1.4498
2022-12-21,EUR,0.9011
2022-12-21,GBP,0.7672
2022-12-22,USD,1.0
2022-12-22,CAD,1.3138
2022-12-22,AUD,1.4498
2022-12-22,EUR,0.9011
2022-12-22,GBP,0.7672
2022-12-23,USD,1.0
2022-12-23,CAD,1.3162
2022-12-23,AUD,1.4454
2022-12-23,EUR,0.9029
2022-12-23,GBP,0.7739
2022-12-24,USD,1.0
2022-12-24,CAD,1.3161
2022-12-24,AUD,1.4458
2022-12-24,EUR,0.9025
2022-12-24,GBP,0.772
2022-12-25,USD,1.0
2022-12-25,CAD,1.3161
2022-12-25,AUD,1.4458
2022-12-25,EUR,0.9025
2022-12-25,GBP,0.772
2022-12-26,USD,1.0
2022-12-26,CAD,1.3161
2022-12-26,AUD,1.4458
2022-12-26,EUR,0.9025
2022-12-26,GBP,0.772
2022-12-27,USD,1.0
2022-12-27,CAD,1.3083
2022-12-27,AUD,1.4342
2022-12-27,EUR,0.8966
2022-12-27,GBP,0.7633
2022-12-28,USD,1.0
2022-12-28,CAD,1.3083
2022-12-28,AUD,1.4342
2022-12-28,EUR,0.8966
2022-12-28,GBP,0.7633
2022-12-29,USD,1.0
2022-12-29,CAD,1.3083
2022-12-29,AUD,1.4342
2022-12-29,EUR,0.8966
2022-12-29,GBP,0.7633
2022-12-30,USD,1.0
2022-12-30,CAD,1.3067
2022-12-30,AUD,1.4293
2022-12-30,EUR,0.8937
2022-12-30,GBP,0.7615
2022-12-31,USD,1.0
2022-12-31,CAD,1.2994
2022-12-31,AUD,1.4238
2022-12-31,EUR,0.8902
2022-12-31,GBP,0.7573
2023-01-01,USD,1.0
2023-01-01,CAD,1.2994
2023-01-01,AUD,1.4238
2023-01-01,EUR,0.8902
2023-01-01,GBP,0.7573
2023-01-02,USD,1.0
2023-01-02,CAD,1.2998
2023-01-02,AUD,1.43
2023-01-02,EUR,0.8934
2023-01-02,GBP,0.7579
2023-01-03,USD,1.0
2023-01-03,CAD,1.2982
2023-01-03,AUD,1.4381
2023-01-03,EUR,0.8971
2023-01-03,GBP,0.7636
2023-01-04,USD,1.0
2023-01-04,CAD,1.2982
2023-01-04,AUD,1.4381
2023-01-04,EUR,0.8971
2023-01-04,GBP,0.7636
2023-01-05,USD,1.0
2023-01-05,CAD,1.2982
2023-01-05,AUD,1.4381
2023-01-05,EUR,0.8971
2023-01-05,GBP,0.7636
2023-01-06,USD,1.0
2023-01-06,CAD,1.2976
2023-01-06,AUD,1.44
2023-01-06,EUR,0.8933
2023-01-06,GBP,0.7613
2023-01-07,USD,1.0
2023-01-07,CAD,1.2997
2023-01-07,AUD,1.4546
2023-01-07,EUR,0.8951
2023-01-07,GBP,0.7625
2023-01-08,USD,1.0
2023-01-08,CAD,1.3018
2023-01-08,AUD,1.457
2023-01-08,EUR,0.8997
2023-01-08,GBP,0.7635
2023-01-09,USD,1.0
2023-01-09,CAD,1.3056
2023-01-09,AUD,1.4575
2023-01-09,EUR,0.9001
2023-01-09,GBP,0.7676
2023-01-10,USD,1.0
2023-01-10,CAD,1.3072
2023-01-10,AUD,1.4545
2023-01-10,EUR,0.9016
2023-01-10,GBP,0.7647
2023-01-11,USD,1.0
2023-01-11,CAD,1.3072
2023-01-11,AUD,1.4545
2023-01-11,EUR,0.9016
2023-01-11,GBP,0.7647
2023-01-12,USD,1.0
2023-01-12,CAD,1.3072
2023-01-12,AUD,1.4545
2023-01-12,EUR,0.9016
2023-01-12,GBP,0.7647
2023-01-13,USD,1.0
2023-01-13,CAD,1.3045
2023-01-13,AUD,1.4486
2023-01-13,EUR,0.8988
2023-01-13,GBP,0.7708
2023-01-14,USD,1.0
2023-01-14,CAD,1.3071
2023-01-14,AUD,1.4494
2023-01-14,EUR,0.8997
2023-01-14,GBP,0.7703
2023-01-15,USD,1.0
2023-01-15,CAD,1.3072
2023-01-15,AUD,1.4529
2023-01-15,EUR,0.8975
2023-01-15,GBP,0.769
2023-01-16,USD,1.0
2023-01-16,CAD,1.3035
2023-01-16,AUD,1.4428
2023-01-16,EUR,0.8953
2023-01-16,GBP,0.7652
2023-01-17,USD,1.0
2023-01-17,CAD,1.3052
2023-01-17,AUD,1.4514
2023-01-17,EUR,0.9003
2023-01-17,GBP,0.7662
2023-01-18,USD,1.0
2023-01-18,CAD,1.3052
2023-01-18,AUD,1.4514
2023-01-18,EUR,0.9003
2023-01-18,GBP,0.7662
2023-01-19,USD,1.0
2023-01-19,CAD,1.3052
2023-01-19,AUD,1.4514
2023-01-19,EUR,0.9003
2023-01-19,GBP,0.7662
2023-01-20,USD,1.0
2023-01-20,CAD,1.3069
2023-01-20,AUD,1.4573
2023-01-20,EUR,0.9021
2023-01-20,GBP,0.7693
2023-01-21,USD,1.0
2023-01-21,CAD,1.3056
2023-01-21,AUD,1.4554
2023-01-21,EUR,0.8997
2023-01-21,GBP,0.765
2023-01-22,USD,1.0
2023-01-22,CAD,1.3046
2023-01-22,AUD,1.4596
2023-01-22,EUR,0.9019
2023-01-22,GBP,0.7616
2023-01-23,USD,1.0
2023-01-23,CAD,1.3163
2023-01-23,AUD,1.456
2023-01-23,EUR,0.9016
2023-01-23,GBP,0.7619
2023-01-24,USD,1.0
2023-01-24,CAD,1.3132
2023-01-24,AUD,1.4614
2023-01-24,EUR,0.9062
2023-01-24,GBP,0.7641
2023-01-25,USD,1.0
2023-01-25,CAD,1.3132
2023-01-25,AUD,1.4614
2023-01-25,EUR,0.9062
2023-01-25,GBP,0.7641
2023-01-26,USD,1.0
2023-01-26,CAD,1.3132
2023-01-26,AUD,1.4614
2023-01-26,EUR,0.9062
2023-01-26,GBP,0.7641
2023-01-27,USD,1.0
2023-01-27,CAD,1.3187
2023-01-27,AUD,1.4776
2023-01-27,EUR,0.907
2023-01-27,GBP,0.7652
2023-01-28,USD,1.0
2023-01-28,CAD,1.319
2023-01-28,AUD,1.4802
2023-01-28,EUR,0.9087
2023-01-28,GBP,0.7688
2023-01-29,USD,1.0
2023-01-29,CAD,1.3177
2023-01-29,AUD,1.4816
2023-01-29,EUR,0.909
2023-01-29,GBP,0.7688
2023-01-30,USD,1.0
2023-01-30,CAD,1.3217
2023-01-30,AUD,1.4881
2023-01-30,EUR,0.9067
2023-01-30,GBP,0.7633
2023-01-31,USD,1.0
2023-01-31,CAD,1.3235
2023-01-31,AUD,1.4924
2023-01-31,EUR,0.9048
2023-01-31,GBP,0.7616
2023-02-01,USD,1.0
2023-02-01,CAD,1.3235
2023-02-01,AUD,1.4924
2023-02-01,EUR,0.9048
2023-02-01,GBP,0.7616
2023-02-02,USD,1.0
2023-02-02,CAD,1.3235
2023-02-02,AUD,1.4924
2023-02-02,EUR,0.9048
2023-02-02,GBP,0.7616
2023-02-03,USD,1.0
2023-02-03,CAD,1.3236
2023-02-03,AUD,1.493
2023-02-03,EUR,0.9037
2023-02-03,GBP,0.7661
2023-02-04,USD,1.0
2023-02-04,CAD,1.3279
2023-02-04,AUD,1.488
2023-02-04,EUR,0.9051
2023-02-04,GBP,0.7683
2023-02-05,USD,1.0
2023-02-05,CAD,1.3285
2023-02-05,AUD,1.4786
2023-02-05,EUR,0.9072
2023-02-05,GBP,0.7661
2023-02-06,USD,1.0
2023-02-06,CAD,1.3278
2023-02-06,AUD,1.4798
2023-02-06,EUR,0.9088
2023-02-06,GBP,0.771
2023-02-07,USD,1.0
2023-02-07,CAD,1.3314
2023-02-07,AUD,1.4967
2023-02-07,EUR,0.9117
2023-02-07,GBP,0.7724
2023-02-08,USD,1.0
2023-02-08,CAD,1.3314
2023-02-08,AUD,1.4967
2023-02-08,EUR,0.9117
2023-02-08,GBP,0.7724
2023-02-09,USD,1.0
2023-02-09,CAD,1.3314
2023-02-09,AUD,1.4967
2023-02-09,EUR,0.9117
2023-02-09,GBP,0.7724
2023-02-10,USD,1.0
2023-02-10,CAD,1.3314
2023-02-10,AUD,1.4951
2023-02-10,EUR,0.9132
2023-02-10,GBP,0.7728
2023-02-11,USD,1.0
2023-02-11,CAD,1.3297
