Order Number,Line Item,Order Date,Delivery Date,CustomerKey,StoreKey,ProductKey,Quantity,Currency Code,Payment Method
2071004,1,2023-09-01,2023-09-07,326924,10,1433,5,CAD,Digital Wallet
2071004,2,2023-09-01,2023-09-05,326924,10,731,3,CAD,Credit Card
2071004,3,2023-09-01,2023-09-07,326924,10,2514,8,CAD,Credit Card
2071005,1,2023-09-01,2023-09-08,1883496,45,161,8,USD,Credit Card
2071005,2,2023-09-01,2023-09-09,1883496,45,1024,7,USD,Credit Card
2071006,1,2023-09-01,2023-09-07,947758,39,1596,1,GBP,Cash
2071006,2,2023-09-01,2023-09-07,947758,39,1632,2,GBP,Credit Card
2071006,3,2023-09-01,2023-09-05,947758,39,142,1,GBP,Credit Card
2071006,4,2023-09-01,2023-09-02,947758,39,1274,2,GBP,Credit Card
2071006,5,2023-09-01,2023-09-08,947758,39,1564,1,GBP,Credit Card
2072000,1,2023-09-02,2023-09-03,609715,16,104,1,EUR,Digital Wallet
2072000,2,2023-09-02,2023-09-09,609715,16,1448,1,EUR,Cash
2072001,1,2023-09-02,2023-09-05,1601341,55,68,2,USD,Credit Card
2072001,3,2023-09-02,2023-09-07,1601341,55,1709,3,USD,Cash
2072001,4,2023-09-02,2023-09-03,1601341,55,1530,2,USD,Cash
2072002,1,2023-09-02,2023-09-05,762585,0,846,6,EUR,Digital Wallet
2072002,2,2023-09-02,2023-09-06,762585,0,831,1,EUR,Cash
2072002,3,2023-09-02,2023-09-10,762585,0,1596,3,EUR,Cash
2072003,1,2023-09-02,2023-09-03,1005556,0,1683,1,GBP,Credit Card
2072004,1,2023-09-02,2023-09-03,1024830,40,1494,1,GBP,Credit Card
2072005,1,2023-09-02,2023-09-08,62017,6,1601,3,AUD,Digital Wallet
2072006,1,2023-09-02,2023-09-10,527586,19,1622,6,EUR,Credit Card
2072007,1,2023-09-02,2023-09-10,1300742,64,110,7,USD,Credit Card
2072008,1,2023-09-02,2023-09-09,1502837,48,1640,1,USD,Credit Card
2073000,1,2023-09-03,2023-09-09,1640955,62,1581,6,USD,Cash
2073001,1,2023-09-03,2023-09-06,1895744,44,1610,1,USD,Credit Card
2073001,2,2023-09-03,2023-09-09,1895744,44,2102,2,USD,Credit Card
2073001,3,2023-09-03,2023-09-11,1895744,44,1427,9,USD,Credit Card
2073002,1,2023-09-03,2023-09-06,1885765,61,1108,1,USD,Credit Card
2073002,2,2023-09-03,2023-09-05,1885765,61,665,2,USD,Credit Card
2073003,1,2023-09-03,2023-09-10,1693179,0,106,5,USD,Credit Card
2073003,2,2023-09-03,2023-09-05,1693179,0,1002,2,USD,Credit Card
2073004,1,2023-09-03,2023-09-08,1344432,0,435,3,USD,Credit Card
2073004,2,2023-09-03,2023-09-10,1344432,0,1419,2,USD,Credit Card
2073004,3,2023-09-03,2023-09-04,1344432,0,1810,7,USD,Credit Card
2073006,1,2023-09-03,2023-09-05,749261,0,434,4,EUR,Digital Wallet
2073006,2,2023-09-03,2023-09-06,749261,0,667,2,EUR,Digital Wallet
2073007,1,2023-09-03,2023-09-09,1853699,44,1332,2,USD,Cash
2073008,1,2023-09-03,2023-09-09,267561,8,1538,3,CAD,Digital Wallet
2073008,2,2023-09-03,2023-09-04,267561,8,2495,2,CAD,Credit Card
2073009,1,2023-09-03,2023-09-10,1401657,55,93,4,USD,Cash
2074000,1,2023-09-04,2023-09-12,1012052,0,540,4,GBP,Cash
2074000,2,2023-09-04,2023-09-06,1012052,0,1325,4,GBP,Digital Wallet
2074001,1,2023-09-04,2023-09-09,1730127,55,4,3,USD,Credit Card
2074002,1,2023-09-04,2023-09-12,982052,36,1637,4,GBP,Credit Card
2074002,2,2023-09-04,2023-09-09,982052,36,446,2,GBP,Credit Card
2074003,1,2023-09-04,2023-09-09,1135026,36,561,2,GBP,Credit Card
2074003,2,2023-09-04,2023-09-09,1135026,36,1531,1,GBP,Cash
2074004,1,2023-09-04,2023-09-10,1381883,55,1582,3,USD,Credit Card
2074005,1,2023-09-04,2023-09-12,261122,0,1619,2,CAD,Credit Card
2074005,2,2023-09-04,2023-09-10,261122,0,1569,4,CAD,Digital Wallet
2075000,1,2023-09-05,2023-09-11,1749088,44,503,1,USD,Digital Wallet
2075000,2,2023-09-05,2023-09-12,1749088,44,1791,3,USD,Cash
2075001,1,2023-09-05,2023-09-13,1782301,0,520,2,USD,Credit Card
2075001,2,2023-09-05,2023-09-08,1782301,0,137,4,USD,Credit Card
2075002,1,2023-09-05,2023-09-10,1945782,48,2505,8,USD,Digital Wallet
2075002,2,2023-09-05,2023-09-13,1945782,48,173,1,USD,Credit Card
2075003,1,2023-09-05,2023-09-09,1668474,66,1105,3,USD,Credit Card
2075003,2,2023-09-05,2023-09-11,1668474,66,346,2,USD,Credit Card
2075003,3,2023-09-05,2023-09-10,1668474,66,1261,3,USD,Digital Wallet
2075003,4,2023-09-05,2023-09-07,1668474,66,1441,5,USD,Digital Wallet
2075004,1,2023-09-05,2023-09-12,1277243,62,440,3,USD,Credit Card
2075004,2,2023-09-05,2023-09-06,1277243,62,1635,1,USD,Credit Card
2075005,1,2023-09-05,2023-09-11,1100341,0,1670,2,GBP,Credit Card
2075005,2,2023-09-05,2023-09-11,1100341,0,2340,3,GBP,Credit Card
2075006,1,2023-09-05,2023-09-07,395474,0,1682,6,CAD,Cash
2075006,2,2023-09-05,2023-09-06,395474,0,1930,6,CAD,Credit Card
2075006,3,2023-09-05,2023-09-08,395474,0,1404,2,CAD,Credit Card
2075007,1,2023-09-05,2023-09-13,1971540,0,1502,3,USD,Cash
2075008,1,2023-09-05,2023-09-11,983539,39,1338,1,GBP,Credit Card
2075009,1,2023-09-05,2023-09-06,1203228,45,1066,1,USD,Digital Wallet
2075009,2,2023-09-05,2023-09-09,1203228,45,1374,3,USD,Credit Card
2075009,3,2023-09-05,2023-09-11,1203228,45,1678,4,USD,Credit Card
2077000,1,2023-09-07,2023-09-12,1518651,0,1700,3,USD,Credit Card
2077000,2,2023-09-07,2023-09-14,1518651,0,1409,8,USD,Credit Card
2077000,3,2023-09-07,2023-09-09,1518651,0,1817,1,USD,Credit Card
2077000,4,2023-09-07,2023-09-08,1518651,0,535,1,USD,Credit Card
2077001,1,2023-09-07,2023-09-09,556064,27,1589,4,EUR,Credit Card
2077001,2,2023-09-07,2023-09-12,556064,27,432,1,EUR,Credit Card
2077002,1,2023-09-07,2023-09-10,930304,39,1491,1,GBP,Credit Card
2077002,2,2023-09-07,2023-09-14,930304,39,459,2,GBP,Digital Wallet
2077003,1,2023-09-07,2023-09-12,1108466,42,452,1,GBP,Cash
2077004,1,2023-09-07,2023-09-15,1541470,0,90,7,USD,Credit Card
2077004,2,2023-09-07,2023-09-10,1541470,0,434,7,USD,Credit Card
2078000,1,2023-09-08,2023-09-10,1576532,0,2502,3,USD,Credit Card
2078002,1,2023-09-08,2023-09-11,1801831,0,1343,4,USD,Credit Card
2078002,2,2023-09-08,2023-09-14,1801831,0,179,7,USD,Cash
2078002,3,2023-09-08,2023-09-11,1801831,0,2349,2,USD,Cash
2078002,4,2023-09-08,2023-09-11,1801831,0,1593,2,USD,Credit Card
2078003,1,2023-09-08,2023-09-14,418893,26,89,2,EUR,Credit Card
2078004,1,2023-09-08,2023-09-11,1563724,56,460,1,USD,Credit Card
2078005,1,2023-09-08,2023-09-14,861207,0,1762,3,EUR,Digital Wallet
2078005,2,2023-09-08,2023-09-14,861207,0,515,7,EUR,Cash
2079000,1,2023-09-09,2023-09-16,1302679,61,1476,1,USD,Credit Card
2079000,2,2023-09-09,2023-09-12,1302679,61,1420,3,USD,Digital Wallet
2079001,1,2023-09-09,2023-09-15,492206,23,2493,3,EUR,Credit Card
2079002,1,2023-09-09,2023-09-10,345910,8,537,4,CAD,Credit Card
2079002,2,2023-09-09,2023-09-12,345910,8,1105,4,CAD,Credit Card
2079002,3,2023-09-09,2023-09-17,345910,8,518,1,CAD,Cash
2079002,4,2023-09-09,2023-09-12,345910,8,729,2,CAD,Digital Wallet
2079002,5,2023-09-09,2023-09-14,345910,8,1426,4,CAD,Credit Card
2079004,1,2023-09-09,2023-09-14,1309524,54,1297,2,USD,Digital Wallet
2079004,2,2023-09-09,2023-09-16,1309524,54,1607,1,USD,Credit Card
2079004,3,2023-09-09,2023-09-16,1309524,54,66,8,USD,Credit Card
2079004,4,2023-09-09,2023-09-17,1309524,54,1359,1,USD,Digital Wallet
2079004,5,2023-09-09,2023-09-16,1309524,54,435,1,USD,Credit Card
2079004,6,2023-09-09,2023-09-14,1309524,54,1528,1,USD,Credit Card
2079004,7,2023-09-09,2023-09-17,1309524,54,335,3,USD,Credit Card
2079005,1,2023-09-09,2023-09-12,1323956,0,1763,1,USD,Credit Card
2079006,1,2023-09-09,2023-09-17,2096472,51,1026,1,USD,Credit Card
2079006,2,2023-09-09,2023-09-17,2096472,51,2122,2,USD,Credit Card
2079006,3,2023-09-09,2023-09-14,2096472,51,438,6,USD,Credit Card
2079007,1,2023-09-09,2023-09-10,1417165,64,1163,1,USD,Digital Wallet
2079007,2,2023-09-09,2023-09-11,1417165,64,1431,1,USD,Credit Card
2079007,3,2023-09-09,2023-09-14,1417165,64,1032,9,USD,Digital Wallet
2080000,1,2023-09-10,2023-09-16,849863,33,608,8,EUR,Cash
2080000,2,2023-09-10,2023-09-15,849863,33,329,2,EUR,Credit Card
2080000,3,2023-09-10,2023-09-11,849863,33,1527,2,EUR,Credit Card
2080000,4,2023-09-10,2023-09-16,849863,33,1456,8,EUR,Digital Wallet
2080001,1,2023-09-10,2023-09-16,1157028,0,442,1,GBP,Credit Card
2080002,1,2023-09-10,2023-09-16,929286,36,1582,2,GBP,Credit Card
2080003,1,2023-09-10,2023-09-18,1840260,54,1433,3,USD,Credit Card
2080003,2,2023-09-10,2023-09-16,1840260,54,1381,1,USD,Cash
2080003,3,2023-09-10,2023-09-14,1840260,54,1617,2,USD,Credit Card
2080004,1,2023-09-10,2023-09-14,930820,0,925,1,GBP,Credit Card
2080004,2,2023-09-10,2023-09-16,930820,0,1619,2,GBP,Credit Card
2080004,3,2023-09-10,2023-09-16,930820,0,1765,1,GBP,Digital Wallet
2080004,4,2023-09-10,2023-09-16,930820,0,114,1,GBP,Credit Card
2080005,1,2023-09-10,2023-09-11,2096492,64,1629,8,USD,Cash
2080005,2,2023-09-10,2023-09-15,2096492,64,980,2,USD,Credit Card
2080006,1,2023-09-10,2023-09-12,1608818,65,1688,6,USD,Credit Card
2080008,1,2023-09-10,2023-09-17,723572,29,416,6,EUR,Credit Card
2080008,2,2023-09-10,2023-09-16,723572,29,440,3,EUR,Credit Card
2080008,3,2023-09-10,2023-09-17,723572,29,1593,7,EUR,Credit Card
2081000,1,2023-09-11,2023-09-16,888175,0,432,4,EUR,Digital Wallet
2081001,1,2023-09-11,2023-09-12,1241748,0,534,1,USD,Credit Card
2081002,1,2023-09-11,2023-09-18,2089159,50,81,3,USD,Credit Card
2081002,3,2023-09-11,2023-09-12,2089159,50,1732,7,USD,Digital Wallet
2081002,4,2023-09-11,2023-09-17,2089159,50,85,1,USD,Credit Card
2081002,5,2023-09-11,2023-09-18,2089159,50,445,3,USD,Credit Card
2081003,1,2023-09-11,2023-09-14,1686673,50,1884,7,USD,Digital Wallet
2081003,2,2023-09-11,2023-09-19,1686673,50,59,2,USD,Cash
2081003,3,2023-09-11,2023-09-12,1686673,50,1011,1,USD,Credit Card
2081003,4,2023-09-11,2023-09-14,1686673,50,57,10,USD,Credit Card
2081005,1,2023-09-11,2023-09-18,1805271,0,453,3,USD,Digital Wallet
2082000,1,2023-09-12,2023-09-19,392187,0,1768,1,CAD,Credit Card
2082000,2,2023-09-12,2023-09-13,392187,0,340,3,CAD,Credit Card
2082002,1,2023-09-12,2023-09-15,1833543,43,850,3,USD,Credit Card
2082002,2,2023-09-12,2023-09-15,1833543,43,1704,5,USD,Credit Card
2082003,1,2023-09-12,2023-09-18,1410945,57,2279,1,USD,Credit Card
2082004,1,2023-09-12,2023-09-18,1534703,62,881,3,USD,Credit Card
2082004,2,2023-09-12,2023-09-20,1534703,62,199,1,USD,Digital Wallet
2082004,3,2023-09-12,2023-09-19,1534703,62,452,4,USD,Credit Card
2082004,4,2023-09-12,2023-09-17,1534703,62,1524,10,USD,Digital Wallet
2082005,1,2023-09-12,2023-09-20,1653979,57,2115,6,USD,Cash
2082005,2,2023-09-12,2023-09-20,1653979,57,493,3,USD,Cash
2082006,1,2023-09-12,2023-09-20,1373028,64,1649,3,USD,Credit Card
2082006,2,2023-09-12,2023-09-15,1373028,64,1665,1,USD,Credit Card
2082006,3,2023-09-12,2023-09-16,1373028,64,2093,5,USD,Credit Card
2082006,4,2023-09-12,2023-09-13,1373028,64,140,6,USD,Credit Card
2082006,5,2023-09-12,2023-09-18,1373028,64,1929,6,USD,Digital Wallet
2082006,6,2023-09-12,2023-09-14,1373028,64,1697,2,USD,Cash
2082007,1,2023-09-12,2023-09-19,2074986,66,1380,3,USD,Cash
2082007,2,2023-09-12,2023-09-13,2074986,66,1566,1,USD,Credit Card
2082007,3,2023-09-12,2023-09-17,2074986,66,703,3,USD,Credit Card
2082008,1,2023-09-12,2023-09-17,1328539,0,427,4,USD,Credit Card
2082008,2,2023-09-12,2023-09-15,1328539,0,443,3,USD,Credit Card
2082008,3,2023-09-12,2023-09-17,1328539,0,1703,5,USD,Credit Card
2082008,4,2023-09-12,2023-09-18,1328539,0,1436,2,USD,Cash
2082009,1,2023-09-12,2023-09-17,698703,17,425,5,EUR,Credit Card
2082009,2,2023-09-12,2023-09-13,698703,17,661,2,EUR,Digital Wallet
2082009,3,2023-09-12,2023-09-19,698703,17,427,3,EUR,Credit Card
2082010,1,2023-09-12,2023-09-16,1669021,66,867,7,USD,Credit Card
2082010,2,2023-09-12,2023-09-16,1669021,66,1666,1,USD,Credit Card
2082011,1,2023-09-12,2023-09-19,1458590,51,429,4,USD,Digital Wallet
2082011,2,2023-09-12,2023-09-19,1458590,51,1480,1,USD,Digital Wallet
2082011,3,2023-09-12,2023-09-15,1458590,51,1454,2,USD,Credit Card
2082011,4,2023-09-12,2023-09-19,1458590,51,721,6,USD,Credit Card
2084000,1,2023-09-14,2023-09-19,868419,32,442,2,EUR,Credit Card
2084001,1,2023-09-14,2023-09-19,1209835,47,1684,4,USD,Credit Card
2084002,1,2023-09-14,2023-09-18,2003638,66,141,1,USD,Credit Card
2084002,2,2023-09-14,2023-09-21,2003638,66,1809,4,USD,Credit Card
2084002,3,2023-09-14,2023-09-17,2003638,66,1655,4,USD,Digital Wallet
2084003,1,2023-09-14,2023-09-19,1049904,37,1610,1,GBP,Cash
2084004,1,2023-09-14,2023-09-17,243747,10,2101,2,CAD,Cash
2084004,2,2023-09-14,2023-09-20,243747,10,2498,1,CAD,Credit Card
2085000,1,2023-09-15,2023-09-16,1338272,43,79,1,USD,Credit Card
2085000,2,2023-09-15,2023-09-21,1338272,43,1715,1,USD,Credit Card
2085000,3,2023-09-15,2023-09-20,1338272,43,1820,4,USD,Credit Card
2085000,4,2023-09-15,2023-09-20,1338272,43,85,1,USD,Cash
2085000,5,2023-09-15,2023-09-20,1338272,43,1665,1,USD,Credit Card
2085000,6,2023-09-15,2023-09-19,1338272,43,96,2,USD,Credit Card
2085001,1,2023-09-15,2023-09-19,1684539,61,453,5,USD,Digital Wallet
2085002,1,2023-09-15,2023-09-20,1501127,59,1333,6,USD,Cash
2085002,2,2023-09-15,2023-09-20,1501127,59,1666,1,USD,Cash
2085003,1,2023-09-15,2023-09-16,913924,39,1713,1,GBP,Credit Card
2085003,2,2023-09-15,2023-09-16,913924,39,965,1,GBP,Credit Card
2085003,3,2023-09-15,2023-09-18,913924,39,1492,1,GBP,Credit Card
2085003,4,2023-09-15,2023-09-22,913924,39,1607,5,GBP,Credit Card
2085003,5,2023-09-15,2023-09-18,913924,39,1320,2,GBP,Credit Card
2085003,6,2023-09-15,2023-09-19,913924,39,1691,4,GBP,Credit Card
2085004,1,2023-09-15,2023-09-17,1096714,0,44,6,GBP,Credit Card
2085005,1,2023-09-15,2023-09-16,1486980,57,57,3,USD,Credit Card
2086000,1,2023-09-16,2023-09-19,1257627,62,452,1,USD,Credit Card
2086000,2,2023-09-16,2023-09-23,1257627,62,2510,1,USD,Credit Card
2086001,1,2023-09-16,2023-09-23,1397180,54,1550,6,USD,Credit Card
2086002,1,2023-09-16,2023-09-17,1977527,59,2040,2,USD,Credit Card
2086002,2,2023-09-16,2023-09-17,1977527,59,355,3,USD,Credit Card
2086003,1,2023-09-16,2023-09-22,1607584,65,1947,3,USD,Credit Card
2086003,2,2023-09-16,2023-09-24,1607584,65,1447,4,USD,Digital Wallet
2086003,3,2023-09-16,2023-09-18,1607584,65,79,2,USD,Credit Card
2086003,5,2023-09-16,2023-09-17,1607584,65,588,3,USD,Credit Card
2086003,6,2023-09-16,2023-09-22,1607584,65,1558,1,USD,Credit Card
2086004,1,2023-09-16,2023-09-23,1461681,44,169,1,USD,Credit Card
2086004,2,2023-09-16,2023-09-18,1461681,44,1490,1,USD,Cash
2086004,3,2023-09-16,2023-09-23,1461681,44,133,3,USD,Digital Wallet
2086004,4,2023-09-16,2023-09-22,1461681,44,1207,1,USD,Cash
2086005,1,2023-09-16,2023-09-23,1245138,55,1797,4,USD,Credit Card
2086005,2,2023-09-16,2023-09-22,1245138,55,453,3,USD,Cash
2086006,1,2023-09-16,2023-09-24,1252167,0,1655,4,USD,Credit Card
2086006,2,2023-09-16,2023-09-18,1252167,0,1365,4,USD,Credit Card
2086006,3,2023-09-16,2023-09-17,1252167,0,1612,2,USD,Credit Card
2086007,1,2023-09-16,2023-09-17,898554,34,94,1,EUR,Credit Card
2086007,2,2023-09-16,2023-09-19,898554,34,2491,1,EUR,Cash
2087000,1,2023-09-17,2023-09-18,1956840,0,429,5,USD,Credit Card
2087000,2,2023-09-17,2023-09-24,1956840,0,1650,2,USD,Credit Card
2087000,3,2023-09-17,2023-09-25,1956840,0,52,5,USD,Credit Card
2087000,4,2023-09-17,2023-09-18,1956840,0,2097,2,USD,Digital Wallet
2087002,1,2023-09-17,2023-09-18,1930311,51,1630,3,USD,Digital Wallet
2087002,2,2023-09-17,2023-09-20,1930311,51,438,1,USD,Digital Wallet
2087002,3,2023-09-17,2023-09-25,1930311,51,1636,2,USD,Digital Wallet
2087003,1,2023-09-17,2023-09-25,1418121,0,1705,1,USD,Cash
2087003,2,2023-09-17,2023-09-19,1418121,0,355,4,USD,Credit Card
2087004,1,2023-09-17,2023-09-20,1325683,0,1768,2,USD,Credit Card
2087004,2,2023-09-17,2023-09-24,1325683,0,1583,1,USD,Credit Card
2087004,3,2023-09-17,2023-09-25,1325683,0,1369,1,USD,Cash
2087004,4,2023-09-17,2023-09-24,1325683,0,436,2,USD,Digital Wallet
2087005,1,2023-09-17,2023-09-18,1841513,49,1660,6,USD,Credit Card
2087006,1,2023-09-17,2023-09-22,478298,26,2071,1,EUR,Credit Card
2087006,2,2023-09-17,2023-09-18,478298,26,578,1,EUR,Credit Card
2087006,3,2023-09-17,2023-09-20,478298,26,1634,2,EUR,Credit Card
2087006,4,2023-09-17,2023-09-23,478298,26,626,2,EUR,Credit Card
2087006,5,2023-09-17,2023-09-23,478298,26,1391,1,EUR,Credit Card
2087006,6,2023-09-17,2023-09-25,478298,26,1891,2,EUR,Credit Card
2087006,7,2023-09-17,2023-09-20,478298,26,716,2,EUR,Cash
2087007,1,2023-09-17,2023-09-21,1986804,0,2501,8,USD,Credit Card
2087007,2,2023-09-17,2023-09-24,1986804,0,650,3,USD,Credit Card
2087008,1,2023-09-17,2023-09-23,1303887,0,1597,1,USD,Credit Card
2088000,1,2023-09-18,2023-09-23,319689,10,1509,1,CAD,Cash
2088000,2,2023-09-18,2023-09-21,319689,10,156,3,CAD,Credit Card
2088001,1,2023-09-18,2023-09-24,567932,22,2055,5,EUR,Credit Card
2088001,2,2023-09-18,2023-09-24,567932,22,1772,4,EUR,Credit Card
2088001,3,2023-09-18,2023-09-20,567932,22,427,7,EUR,Credit Card
2088002,1,2023-09-18,2023-09-19,1044749,0,165,4,GBP,Credit Card
2088003,1,2023-09-18,2023-09-24,1028420,40,420,6,GBP,Credit Card
2088004,1,2023-09-18,2023-09-26,1697627,57,2509,1,USD,Cash
2088004,2,2023-09-18,2023-09-24,1697627,57,447,6,USD,Credit Card
2088005,1,2023-09-18,2023-09-20,1288206,44,2514,1,USD,Digital Wallet
2088005,2,2023-09-18,2023-09-25,1288206,44,433,3,USD,Credit Card
2088005,3,2023-09-18,2023-09-21,1288206,44,1097,1,USD,Digital Wallet
2089000,1,2023-09-19,2023-09-22,1802872,48,1679,3,USD,Cash
2089000,2,2023-09-19,2023-09-21,1802872,48,106,2,USD,Digital Wallet
2089001,1,2023-09-19,2023-09-21,1967017,53,1601,3,USD,Digital Wallet
2089002,1,2023-09-19,2023-09-23,1865096,65,4,3,USD,Credit Card
2089003,1,2023-09-19,2023-09-20,841472,34,540,2,EUR,Credit Card
2089003,2,2023-09-19,2023-09-21,841472,34,309,4,EUR,Digital Wallet
2089004,1,2023-09-19,2023-09-20,993480,38,152,2,GBP,Credit Card
2089006,1,2023-09-19,2023-09-25,680779,15,734,7,EUR,Credit Card
2089006,2,2023-09-19,2023-09-24,680779,15,390,1,EUR,Credit Card
2089006,3,2023-09-19,2023-09-22,680779,15,430,6,EUR,Digital Wallet
2089007,1,2023-09-19,2023-09-21,1413042,0,614,3,USD,Cash
2089008,1,2023-09-19,2023-09-27,923402,0,1817,2,GBP,Cash
2089008,2,2023-09-19,2023-09-24,923402,0,1630,6,GBP,Credit Card
2089009,1,2023-09-19,2023-09-22,1878210,51,111,4,USD,Cash
2089010,1,2023-09-19,2023-09-23,1392092,59,720,1,USD,Credit Card
2091000,1,2023-09-21,2023-09-24,493090,27,1501,1,EUR,Digital Wallet
2091002,1,2023-09-21,2023-09-23,229084,0,29,3,CAD,Digital Wallet
2091003,1,2023-09-21,2023-09-29,1959938,47,436,2,USD,Digital Wallet
2092000,1,2023-09-22,2023-09-27,350943,8,680,4,CAD,Credit Card
2092000,2,2023-09-22,2023-09-27,350943,8,1812,1,CAD,Credit Card
2092001,1,2023-09-22,2023-09-30,544035,0,1535,3,EUR,Credit Card
2092001,2,2023-09-22,2023-09-27,544035,0,1075,2,EUR,Credit Card
2092002,1,2023-09-22,2023-09-25,1328055,0,655,2,USD,Credit Card
2092004,1,2023-09-22,2023-09-30,259681,8,104,3,CAD,Digital Wallet
2092004,2,2023-09-22,2023-09-23,259681,8,1515,1,CAD,Digital Wallet
2092005,1,2023-09-22,2023-09-29,1464274,0,1303,2,USD,Credit Card
2093000,1,2023-09-23,2023-09-24,1051777,0,1364,7,GBP,Credit Card
2093001,1,2023-09-23,2023-09-26,879956,32,1008,3,EUR,Cash
2093002,1,2023-09-23,2023-09-25,230391,10,1628,3,CAD,Credit Card
2093002,2,2023-09-23,2023-09-26,230391,10,1702,5,CAD,Cash
2093002,3,2023-09-23,2023-09-24,230391,10,1676,6,CAD,Cash
2093002,4,2023-09-23,2023-09-26,230391,10,530,5,CAD,Digital Wallet
2093002,5,2023-09-23,2023-09-28,230391,10,1449,4,CAD,Cash
2093002,6,2023-09-23,2023-10-01,230391,10,1704,6,CAD,Credit Card
2093003,1,2023-09-23,2023-10-01,174176,0,1267,6,AUD,Credit Card
2093003,2,2023-09-23,2023-09-25,174176,0,1352,3,AUD,Credit Card
2093003,3,2023-09-23,2023-09-30,174176,0,746,1,AUD,Credit Card
2093003,4,2023-09-23,2023-09-25,174176,0,1425,1,AUD,Credit Card
2093004,1,2023-09-23,2023-09-27,1464274,45,419,4,USD,Digital Wallet
2093004,2,2023-09-23,2023-09-30,1464274,45,1414,4,USD,Credit Card
2093005,1,2023-09-23,2023-09-26,1037200,42,528,1,GBP,Credit Card
2093005,2,2023-09-23,2023-09-29,1037200,42,1754,2,GBP,Digital Wallet
2093006,1,2023-09-23,2023-09-29,1100244,0,59,7,GBP,Credit Card
2093006,2,2023-09-23,2023-09-30,1100244,0,419,1,GBP,Digital Wallet
2093006,3,2023-09-23,2023-09-30,1100244,0,1623,4,GBP,Credit Card
2093006,4,2023-09-23,2023-09-30,1100244,0,1546,3,GBP,Credit Card
2093007,1,2023-09-23,2023-09-29,466299,0,368,1,EUR,Credit Card
2093007,2,2023-09-23,2023-09-28,466299,0,1613,7,EUR,Credit Card
2094001,1,2023-09-24,2023-10-02,1542784,64,1711,5,USD,Digital Wallet
2094001,2,2023-09-24,2023-10-02,1542784,64,1646,3,USD,Credit Card
2094001,3,2023-09-24,2023-09-30,1542784,64,1651,7,USD,Cash
2094001,4,2023-09-24,2023-09-27,1542784,64,1418,2,USD,Cash
2094002,1,2023-09-24,2023-10-02,151401,0,1880,2,AUD,Credit Card
2094003,1,2023-09-24,2023-09-28,907108,39,1294,1,GBP,Digital Wallet
2094003,2,2023-09-24,2023-09-28,907108,39,1394,1,GBP,Credit Card
2094003,3,2023-09-24,2023-10-02,907108,39,1579,4,GBP,Cash
2094003,4,2023-09-24,2023-09-27,907108,39,423,1,GBP,Credit Card
2094003,5,2023-09-24,2023-09-30,907108,39,1183,3,GBP,Credit Card
2094004,1,2023-09-24,2023-09-27,1697375,0,1557,7,USD,Credit Card
2094005,1,2023-09-24,2023-10-01,1480876,64,1601,1,USD,Credit Card
2094005,2,2023-09-24,2023-10-02,1480876,64,478,1,USD,Credit Card
2094005,3,2023-09-24,2023-10-02,1480876,64,71,2,USD,Digital Wallet
2094006,1,2023-09-24,2023-10-01,1255402,56,428,3,USD,Credit Card
2094006,2,2023-09-24,2023-09-27,1255402,56,1605,8,USD,Credit Card
2094006,3,2023-09-24,2023-10-01,1255402,56,435,5,USD,Credit Card
2094007,1,2023-09-24,2023-09-25,2053447,59,1517,10,USD,Credit Card
2094007,2,2023-09-24,2023-09-28,2053447,59,1729,5,USD,Credit Card
2094007,3,2023-09-24,2023-09-26,2053447,59,589,6,USD,Credit Card
2094007,4,2023-09-24,2023-09-30,2053447,59,485,10,USD,Cash
2094008,1,2023-09-24,2023-09-30,226833,0,327,6,CAD,Cash
2094008,2,2023-09-24,2023-09-25,226833,0,1536,2,CAD,Credit Card
2094008,3,2023-09-24,2023-09-29,226833,0,1669,2,CAD,Credit Card
2095000,1,2023-09-25,2023-09-27,1820377,51,1616,3,USD,Credit Card
2095001,1,2023-09-25,2023-09-27,880453,33,1702,4,EUR,Credit Card
2095001,2,2023-09-25,2023-09-27,880453,33,457,6,EUR,Credit Card
2095001,3,2023-09-25,2023-10-02,880453,33,1705,1,EUR,Credit Card
2095001,4,2023-09-25,2023-09-29,880453,33,1446,5,EUR,Digital Wallet
2095002,1,2023-09-25,2023-09-30,1512289,0,1666,4,USD,Credit Card
2095003,1,2023-09-25,2023-09-26,2029584,49,1589,3,USD,Cash
2095003,2,2023-09-25,2023-10-02,2029584,49,636,4,USD,Credit Card
2095004,1,2023-09-25,2023-09-30,980673,0,1676,1,GBP,Cash
2095004,2,2023-09-25,2023-10-01,980673,0,1745,2,GBP,Digital Wallet
2095004,3,2023-09-25,2023-09-26,980673,0,46,1,GBP,Credit Card
2095004,4,2023-09-25,2023-10-02,980673,0,419,3,GBP,Cash
2095005,1,2023-09-25,2023-09-29,2051398,0,892,1,USD,Cash
2096000,1,2023-09-26,2023-10-02,1268661,65,1527,3,USD,Credit Card
2096001,1,2023-09-26,2023-10-01,2013759,59,1613,5,USD,Credit Card
2096002,1,2023-09-26,2023-09-28,190882,6,1349,7,AUD,Credit Card
2096002,2,2023-09-26,2023-10-04,190882,6,1461,5,AUD,Credit Card
2096002,3,2023-09-26,2023-10-01,190882,6,164,8,AUD,Credit Card
2096003,1,2023-09-26,2023-10-02,1854563,65,1586,7,USD,Digital Wallet
